,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,RuralUrbanIndicator,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessAmount,ForgivenessDate
726488,7686457202,04/28/2020,STUDIO 99 INC,"2525 15TH ST, Unit D1",80211-3957,01/07/2021,Paid in Full,24,25200.0,25200.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25368.0,12/31/2020
726511,1787527702,05/01/2020,"MEDECIPHER, INC.",3513 BRIGHTON BLVD STE 400,80216,03/20/2021,Paid in Full,24,25190.0,25190.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25380.63,02/04/2021
726525,3498118108,07/14/2020,"GREENLIGHT VR, INC.",110 16TH ST 110 16TH ST STE 1300,80202-5200,04/16/2021,Paid in Full,60,25177.0,25177.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Black or African American,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25340.48,03/10/2021
726542,1838987309,04/28/2020,ST. PHILIP & ST. JAMES CHURCH,2797 LOWELL BLVD S,80236,12/18/2021,Paid in Full,24,25160.0,25160.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,25547.18,11/26/2021
726563,7577217201,04/28/2020,FORESIGHT MOUNTAIN CAPITAL INC,1855 S PEARL ST #5,80210,04/13/2021,Paid in Full,24,25140.0,25140.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25359.72,03/31/2021
726582,4727127702,05/01/2020,THE LAW OFFICE OF JACOB E MARTINEZ,720 SOUTH COLORADO BOULEVARD SUITE 1080-N,80246,02/16/2022,Paid in Full,24,25119.0,25119.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25538.11,01/06/2022
726586,4059767710,05/01/2020,S1W LEGAL LLC,3373 ULSTER STREET,80238,05/11/2021,Paid in Full,24,25111.0,25111.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25347.66,04/19/2021
726621,6483547004,04/07/2020,UNITY SPIRITUAL CENTER DENVER,3021 SOUTH UNIVERSITY BLVD,80210-6030,04/17/2021,Paid in Full,24,38700.0,25100.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,25340.54,03/29/2021
726632,7701397000,04/08/2020,"LYONS & SEACREST, PC",4401 S Quebec St #100,80237-2635,07/09/2021,Paid in Full,24,25100.0,25100.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25402.59,06/28/2021
726638,8186397010,04/08/2020,LIQUID CORE GUM COMPNAY,2600 W. 8th Ave,80204-3706,01/22/2021,Paid in Full,24,25100.0,25100.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,20215.57,11/12/2020
726653,4553417106,04/13/2020,FUNCTION LLC,2308 S Corona St,80210-5806,09/25/2021,Paid in Full,24,25092.0,25092.0,0.0,U,Unanswered,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25425.41,08/26/2021
726656,5537477107,04/13/2020,USADEFEND LLC,747 Sheridan Blvd,80214-2545,02/19/2022,Paid in Full,24,25090.0,25090.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25529.25,01/28/2022
726669,5394097102,04/13/2020,JOYERA EL RUBY,5108 W 38 th Ave,80212,08/19/2021,Paid in Full,24,25075.0,25075.0,0.0,U,Unanswered,CO-01,5.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25391.7,08/04/2021
726685,1302607705,05/01/2020,TURN CORPS POLITICAL AND COMMUNICATIONS,1001 BANNOCK ST # 402,80204,04/22/2021,Paid in Full,24,25060.0,25060.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25284.44,03/29/2021
726696,3002617705,05/01/2020,B HOME DENVER LLC,3862 S GRAPE ST,80237,04/22/2021,Paid in Full,24,25047.0,25047.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25269.28,03/24/2021
726704,9599637209,04/28/2020,THRYVE LLC,7700 W VIRGINIA AVE UNIT C,80226,10/06/2021,Paid in Full,24,25042.0,25042.0,0.0,U,New Business or 2 years or less,CO-07,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25339.03,07/02/2021
726711,2935457103,04/11/2020,PACIFIC COAST CONSERVATION,2334 Colorado Blvd,80207-3113,05/14/2021,Paid in Full,24,25036.0,25036.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25277.32,04/06/2021
726726,8286387701,05/01/2020,"AESTHETIC INVESTMENTS, INC.",5120 1ST AVE E,80220,02/25/2021,Paid in Full,24,25009.0,25009.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25180.59,01/07/2021
726733,1039437410,05/03/2020,MARISSA PARCHMAN LLC,STE 11 2795 N SPEER BLVD,80211,06/16/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Unanswered,CO-01,3.0,Unanswered,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25252.74,05/12/2021
726754,1278607410,05/04/2020,BOULDER PLUMBING AND MECH LLC,3400 S LOWELL BLVD APT 1-308,80236,,Exemption 4,1,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,,
726756,1288607708,05/01/2020,JIN LI LAI INC,2022 S UNIVERSITY BLVD,80210,07/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,60.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25270.18,06/03/2021
726759,1342547705,05/01/2020,LITTLE SPARK LEARNING CENTER LLC,2180 S HUDSON ST,80222,05/21/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,7.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Male Owned,Unanswered,25225.94,03/30/2021
726771,1450867704,05/01/2020,NGP LLC,1875 LAWRENCE ST STE 850,80202,04/23/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25223.9,03/29/2021
726777,1587207706,05/01/2020,INSIGHT TRANSPORTATION SERVICES,1012 S GARFIELD ST,80209,04/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25203.49,02/25/2021
726783,1649107707,05/01/2020,POINT 6 CAPITAL LLC,5150 E YALE CIR STE 400,80222,05/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25231.39,04/08/2021
726784,1651207701,05/01/2020,"HIGH ALTITUDE YOUTH SPORTS, LLC.",1301 S SENECA CT,80223,05/21/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,12.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25227.31,04/01/2021
726793,1804697710,05/01/2020,ELITE BROTHERS INC.,2409 S FAIRFAX DR,80222,04/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,6.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25222.54,03/25/2021
726794,1822697703,05/01/2020,"52EIGHTY VENTURES, LLC",348 N SHERMAN ST,80203,03/23/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,23144.01,12/18/2020
726799,1899187701,05/01/2020,ALPINE STRATEGIC LLC,1776 CURTIS ST APT 1102,80202,08/20/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25297.4,07/13/2021
726804,1953988104,07/10/2020,EL SITIO DEL SABOR,15743 E WARNER DR,80239-5891,09/29/2021,Paid in Full,60,29000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25268.06,08/05/2021
726815,2056857708,05/01/2020,AMIGO MULTIMEDIA INC DBA KNUV 1190AM,6825 E TENNESSEE AVE STE 335,80224,03/20/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Hispanic or Latino,Corporation,Male Owned,Non-Veteran,15095.55,12/22/2020
726819,2083197205,04/15/2020,AQUAWORKS DBO INC,3252 William st,80205,05/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25247.92,04/15/2021
726824,2144257901,06/11/2020,"SATURDAY SOCIAL, LLC",4989 Decatur St,80221-1227,02/23/2021,Paid in Full,60,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Unanswered,25147.92,01/12/2021
726826,2179047701,05/01/2020,REVO INVESTMENTS LLC,1533 S COLUMBINE ST,80210,09/30/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25325.99,08/24/2021
726844,2570737209,04/16/2020,HIGH ROAD LABS INC,3435 BEELER CT,80238-3488,09/24/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25308.22,08/05/2021
726859,2921947205,04/16/2020,ABOUTSAVINGHEAT.COM LLC,955 S Pennsylvania Street,80209,11/19/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
726871,3052227704,05/01/2020,"ZACH VANCAMP, LLC",3338 N RACE ST,80205,04/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25223.9,03/29/2021
726875,3105777405,05/06/2020,PLATFORM LLC,3198 BLAKE ST UNIT 100,80205,10/20/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25326.67,08/31/2021
726900,3727007402,05/07/2020,"COLOR RED, LLC",700 N COLORADO BLVD BOX 740,80206,,Exemption 4,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,2584.18,08/27/2021
726907,3845927310,04/29/2020,"DENVER ANALYTICS, LLC",720 RACE ST,80206,09/25/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25330.56,08/26/2021
726908,3860827302,04/29/2020,TOMAHAWK IRONWORX LLC,3190 W  35TH AVE,80211-2704,06/23/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25259.03,05/13/2021
726917,4121157303,04/29/2020,CAPITAL JEWELRY AND LOAN,4624 Peoria Street,80239,08/17/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,5.0,Black or African American,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,25315.28,08/05/2021
726931,4342257705,05/01/2020,CURTIS SQUARED,437 N. BROADWAY,80203,11/20/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,14.0,Black or African American,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25360.27,10/18/2021
726957,5006877306,04/30/2020,"MIKE'S KITCHEN, INC",3605 S HIBISCUS WAY,80237,06/24/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25253.78,05/20/2021
726961,5138697106,04/13/2020,"WILLIAM HAVU GALLERY, LLC",1040 Cherokee St.,80204-4039,01/21/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25167.12,12/28/2020
726962,5147747208,04/27/2020,"BAKED WITH ALOHA, LLC",1886 S BROADWAY,80210-3104,01/14/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25168.75,12/31/2020
726979,5545177100,04/13/2020,OG DESIGNS,90 Madison Street,80206-5409,02/24/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Unanswered,CO-01,1.0,White,Unknown/NotStated,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25173.97,01/07/2021
726980,5579837008,04/05/2020,CONGRESS PARK TAPROOM LLC,833 Colorado Blvd.,80206-4037,05/18/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25260.42,04/27/2021
726987,5831257700,05/01/2020,AH CONSULTING LLC,360 S MONROE ST APT 834,80209-3758,06/18/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25260.96,05/21/2021
726997,6070728008,06/29/2020,GRACECONNECTIONS LLC,6879 LEETSDALE DR,80224-1522,07/13/2021,Paid in Full,60,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25238.89,06/10/2021
727012,6363277807,06/01/2020,DENVER TRANSPORTATION LLC,1582 PARKER RD S,80231,,Exemption 4,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,4.0,Black or African American,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,,
727013,6368847005,04/06/2020,"SENECA REALTY GROUP, INC.",400 S Broadway St,80209-1518,01/20/2021,Paid in Full,60,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25187.67,01/08/2021
727027,6765887304,04/30/2020,ACCUVASC,441 S LINCOLN ST,80209,05/08/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,21017.93,03/29/2021
727039,7092427305,04/30/2020,WEDDINGS & EVENTS BY FAITH LLC,8103 E COLFAX AVENUE,80220,10/20/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25343.84,09/21/2021
727043,7246737101,04/14/2020,CHRIESL INFUSION CENTERS LLC,7946 E. 35th Ave,80238,09/28/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Unanswered,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25336.99,09/02/2021
727051,7418277701,05/01/2020,VERSION 3.0,747 JASMINE ST S,80224,01/22/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,23138.64,12/09/2020
727055,7514637702,05/01/2020,XFACTOR MARKETING LLC,4622 33RD AVE W,80212,03/23/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,24133.33,11/30/2020
727063,7706507006,04/08/2020,NEW WEST SERVICES INC,339 S GLENCOE ST,80246-1414,08/10/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25306.94,07/02/2021
727073,7944677300,04/30/2020,SPRINGS CARPET AND TILE CARE INC,8200 E. PACIFIC PLACE 206,80231,06/09/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25244.52,04/30/2021
727076,7961507210,04/28/2020,ST MARY MAGDALENE CATHOLIC CHURCH,2771 ZENOBIA ST,80212,05/15/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,25237.5,04/13/2021
727089,8111197309,05/01/2020,"CHERRY CREEK LANGUAGE CENTRE, INCORPORATED","501 S Cherry Street, 11th floor",80209,09/29/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Unanswered,CO-01,3.0,Unanswered,Hispanic or Latino,Corporation,Male Owned,Unanswered,22130.17,12/08/2020
727091,8121927002,04/08/2020,SAND CREEK REGIONAL GREENWAY PARTNERSHIP,"735 E  29TH AVE, Unit 300",80238-2722,06/12/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Male Owned,Unanswered,25270.14,05/17/2021
727097,8218337303,05/01/2020,FURTHUR FRAMES LLC,812 SANTA FE DR,80204,06/23/2021,Paid in Full,24,35000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25248.61,05/06/2021
727098,8224087808,06/05/2020,"PURCELL CONSULTING GROUP, INC.",2472 S KEARNEY ST,80222-6324,05/21/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25202.12,04/02/2021
727102,8375167707,05/01/2020,CASAZZA ENTERPRISES LLC,21 KEARNEY ST S,80224,06/17/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25263.89,05/21/2021
727103,8389447001,04/08/2020,BRIAN LEO WATSON INC,2780 S Wadsworth Blvd,80227-3408,05/18/2021,Paid in Full,24,25000.0,25000.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25239.58,04/01/2021
727113,8730177008,04/08/2020,YARDSTICK STUDIO LLC,2732 W 42nd Ave,80211-1706,05/18/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25242.36,04/02/2021
727130,9031517303,05/01/2020,"CHARLES WENZEL, LLC",57 GARFIELD ST UNIT 302,80206,09/28/2021,Paid in Full,24,25317.0,25000.0,0.0,U,Unanswered,CO-01,2.0,Unanswered,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Veteran,25329.45,09/01/2021
727134,9122107304,05/01/2020,SOUTH BROADWAY CHRISTIAN CHURCH,23 Lincoln Street,80203,05/25/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Unanswered,CO-01,6.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,25225.0,04/01/2021
727147,9769337010,04/09/2020,PEAK TICKET LLC,1459 PENNSYLVANIA ST UNIT B,80203-2038,04/16/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25182.88,01/07/2021
727148,9791767202,04/28/2020,"ASUKA, DENVER INC",3103 E Colfax Ave,80206-1709,02/06/2021,Paid in Full,24,25000.0,25000.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Asian,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,25169.18,01/08/2021
727179,9140137110,04/15/2020,MVP PROPERTIES INC,7575 29TH PL E,80238,09/25/2021,Paid in Full,24,24991.0,24991.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25326.3,08/20/2021
727193,2662277700,05/01/2020,"MILE HIGH CITY ENTERPRISES, LLC",2121 E 18TH AVE,80206,05/21/2021,Paid in Full,24,24982.0,24982.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25217.3,04/13/2021
727196,4833437705,05/01/2020,CITIZN COMPANY,1055 LOGAN ST APT 906,80203,11/18/2021,Paid in Full,24,24975.0,24975.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25330.81,10/12/2021
727214,8305717700,05/01/2020,TAFOYA-MODI LAW FIRM,1775 SHERMAN ST N,80203,05/21/2021,Paid in Full,24,24952.0,24952.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25186.27,04/08/2021
727235,1988227702,05/01/2020,FREDRICK ENTERPRISES,7942 East 29th Place,80238,04/22/2021,Paid in Full,24,24932.0,24932.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Black or African American,Not Hispanic or Latino,Corporation,Male Owned,Veteran,25149.19,03/18/2021
727238,4851977707,05/01/2020,CONSTRUCTION INSTRUCTION INC,6850 ARGONNE STREET UNIT 100,80249,05/08/2021,Paid in Full,24,24927.0,24927.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25156.46,04/08/2021
727247,7493817708,05/01/2020,CENTRO CULTURAL MEXICANO,5350 LEETSDALE DR,80246,01/22/2021,Paid in Full,24,24918.0,24918.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,White,Hispanic or Latino,Non-Profit Organization,Female Owned,Non-Veteran,22044.03,12/02/2020
727254,3930377708,05/01/2020,FRANKS HEATING LLC DBA AIR FLOW HEATING,321 W 45TH AVE,80216,10/20/2021,Paid in Full,24,24914.0,24914.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,White,Hispanic or Latino,Sole Proprietorship,Male Owned,Non-Veteran,25251.87,09/15/2021
